"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
3.45933147950998,1,13,1,1,8,201.085872629223,29.9293095371738,4,0.36794064639351,10.3753774212446,9,0,1,0.131969514418884,0.195681041194477,1.15095123986234,-32.2530344391563,8.02970910475152,0,1.81383740110479,36,0,0.424089505121095,2.76334751426475,0.0396094330929548,0.0595494020055394,0.0699447674093027,-58.7241913369331,24,16.7109334271578,39.2633934236085,11.136921388137,-2.58476308219862,34.5459884439804,1.15570119279984,0,24.1080493508199,0.000530369936793771,0,0.875815779798119,0.867715679743798,8,35.6231577392427,1,20,0,0,10.2982252902509,1,1,1,0.799714590263619,1.54630962410028,1,0,1,2.34983261009843,1,-3.65037632463245,-0.0206629073728225,1,0.00296368745092518,10.3692480547599,1,3,1,1,3.62280716050813,216.669712153293,-1.10076771792412,-34.5972849736699,-0.472790711727869,-5.12686450557229,26.1416187869162,2,27.5356613622127,0.262630977207473,0,15,0,-1.62282119690486,0.0839891687235712,30,0,0.0398464922498257,0.907009574379864,-0.0477110834346099,0,1,9,0.937364180381534,0,-0.150436884274623,0,0.97844582613884,3,2.24796184981939,1.19660743815902,0,0,3.83948954435695,1.8483100898316,3,1,48.1675085194315,0.99600589071662,-26.5523003098417,-1.00924984438163,0,0.222939675049081,0,56.8512915782288,0,0.667670696024025,0.481243534857371,0.997524494027736,14.1895636313894,-1.05318552225133,30,1,869,25.2151478606859,8.74790224089705,0,0.412623436961982,-0.242725752718472,0,0,1,1,0,4,-34.5027802377525,3,0.322695933008666,0.146655755808081,0,1,1.90545670053791,11,3.00394672190727,0,-63,1,8.14157737021011,0.840838567064408,-0.710872428114282,28.0067813412132,1.10166985080526,0,0,0.80086381946412,0.0789343214232708,1,41.5323190575506,1,0.215489074375921,-3.23911461531037,1,1.31324577616653,0,7.95125781830578,0,0.442189068714684,0,0,2.71201936888538,0,0.12474146765628,0.851871070276413,2,40.3298139342962,0,6.10522963433855,0.476591216952517,2,0,1,1.35488302324635,-1.15651165163742,28,6,0,1,16,0.0723449483748971,0.0417754531131667,-1.15384495731311,0.573823226345538,3,0,1.40747165209452,1,1640.72374548503,0,0,3.73665323863563,-1.14279767065618,1,2,0.0514302524575961
4.049858047307,1,9,0,1,11,207.061904475566,36.0491716989051,1,0.139477527509626,6.16405635289453,6,1,1,0.353475415794254,0.0470567774285886,1.19382452084999,-24.1807550892279,7.41905192938914,0,0.580558903741889,28,0,0.594223129988035,0.427289167395642,0.0288532694143689,0.0783088873210332,0.52807288251419,-41.5799894142833,13,20.3193021638063,20.0159295332991,10.5196056974031,-0.674260789041398,113.074216694336,1.75132685098094,0,15.7443564175225,0.00145890650241342,1,0.70161707206097,1.23263206404771,32,58.3777367352396,1,25,0,1,24.184378086538,0,1,1,1.01959418421539,1.11652391520625,1,0,1,2.53382111303118,1,-4.01881370784436,-1.10896391071816,0,0.00546695592016606,10.5964675380308,1,6,1,0,1.95165590903913,138.000166880049,0.0813327797115675,-12.8122579636156,-0.0224171708286709,-5.30320425109412,10.5151411697987,9,20.9974751564461,-1.81994974981769,0,7,0,0.0769048077875301,0.0824263028012678,38,0,0.0378390766724704,0.24133748854672,1.73687420525673,0,0,13,1.25622045879676,0,2.19494607149002,0,0.976327695287584,6,4.16097887135081,1.13988924524046,1,1,3.99605931420851,2.13938622554338,7,0,40.5543604100203,0.937327682980657,20.3433906706056,-0.992391931252594,0,0.913610039116395,1,74.1521629470449,0,0.568698058949345,1.03968724087296,0.999932588877221,15.1987981384997,-2.45612129662662,22,2,1129,47.6572202047315,0.320664170897821,0,0.465774505264826,0.350314443332711,0,0,0,0,0,4,-10.6799124240369,3,0.403906880144151,1.69095267191653,1,1,0.135465386521978,10,2.49781442102314,0,-91,1,4.86247684504749,0.716641766406042,-0.682255065578974,41.1939870190622,1.11539724929309,0,0,0.799492421296817,0.0915245625437448,0,60.4856608642244,0,0.113184806362083,0.319460519106729,4,0.636729247415685,0,39.5579094758238,0,-0.217389668843521,0,0,2.72130972317534,0,0.14825529383299,0.293363484388726,0,65.58649117798,1,8.43197928689558,0.482331144741061,8,0,0,-0.282723969753109,0.423786223474958,31,6,0,0,18,-0.335864096001909,0.159050100085242,1.37249748634064,-0.261947826145703,1,0,1.7226552060944,1,1612.05182860088,1,0,5.37794244540599,0.106613061477459,0,2,0.0550206845382501
3.66487918631246,0,8,1,1,5,199.634701958993,28.2296718398189,9,0.340393199958215,20.5713184467002,3,1,0,0.208021298365203,0.400995541923695,1.26460252507168,-23.2821493047873,30.8940407483805,0,0.699627218545396,39,1,0.628690176559802,4.54969125944825,0.36288974115447,0.0456279874894953,2.51207956218418,-33.7193255360297,9,17.4202880378965,22.6906473732632,8.623873882049,0.32834084303247,21.2887728962256,1.33186725251251,0,20.0421933616365,0.00138327881473378,1,0.70615794079328,0.937766075417762,21,50.0988191338248,0,30,1,0,14.4153467090397,0,1,1,1.15072838237377,2.26000152257138,1,0,0,2.34547967772257,0,-4.40303419342258,2.30561782565647,1,0.00462891848746896,9.95132282093789,0,1,1,0,5.87109355178246,137.959517411799,0.0793960094837391,-33.6312446287685,0.465164141747733,-3.11967164750493,13.9355004552027,1,20.505702374705,-0.185815307938292,0,11,0,-0.442091841421648,0.0571440143231444,29,0,0.0409978295796093,0.944771193559449,-1.1872435168413,0,1,17,1.46330333847958,0,1.60639189129567,0,0.982864219589545,7,2.03605612983119,1.15074397928103,0,0,3.94189681016272,2.10420905878831,4,1,41.1710658608978,0.999209118691944,8.21990081378719,-1.10710339423619,0,0.322848065006683,0,60.8571541993957,1,0.881662792501399,0.0784804038688702,0.985157209413203,12.771833432811,0.778628076144884,21,4,935,55.2287954305871,-0.306515015785039,2,0.493383366865721,0.890289205081837,1,0,1,0,0,9,-26.5145288337179,0,0.513210754839447,0.308524499350764,1,0,3.75682879921888,19,3.1408985610947,0,-77,1,12.6968072018532,1.85842133322856,0.786284762760782,18.6870730233737,1.11495063154295,1,0,0.835862554436628,0.131182674778251,1,77.4719123968246,0,0.224998281829135,3.7890602331825,1,11.2816726361468,0,25.7583200445895,0,0.325344710393921,0,0,2.71633581949374,0,0.0391460856167,-1.98257844265529,1,-20.4067421306144,0,10.1364079994873,0.299244933011117,3,0,0,0.20442766036624,0.938965312126595,36,2,1,0,16,0.354305434265754,0.397297922140295,-0.124733032984331,0.32136842829612,1,0,1.30003704888468,1,1621.14969577904,1,0,7.01228054523263,-0.244771292604802,0,3,0.056413343069445
4.78262063379907,0,5,0,1,10,200.708821351433,22.5513808606021,5,0.331255869259821,17.105726847785,5,1,0,0.231740252873912,0.153513376725823,1.17916249334838,-16.7002377834763,7.47529902686156,0,1.2214001294056,34,0,0.856512224482198,0.886213742722773,0.226653962143684,0.0885350066141908,1.36064004784112e-05,-74.7348012049205,22,24.6104539637921,24.0883368701812,13.1329254814158,-0.230334486716421,6.29965677541628,1.37339780403577,1,13.7386827299632,0.00260303672736143,0,0.510034429328019,0.850422734155364,4,31.7375671260088,0,28,1,0,21.5703808576337,0,0,1,0.573367467974862,2.40551346827441,1,0,1,2.20500626366403,0,-4.58684551861668,2.47031712683002,1,0.00730403836063387,11.0553365722341,0,2,1,0,2.91018997118885,231.310558634738,-1.21975827024831,-9.43076377555223,0.316792757370384,-2.97947298192818,123.338161884625,3,29.1224098375767,-0.244820657357607,0,17,0,-0.240811346095242,0.092600909854266,36,0,0.0392743774907118,1.35069157990871,0.239316703314588,0,0,17,0.75917176962772,0,1.21708403760288,0,0.985095858382231,4,4.37613440311241,1.24052386151129,0,0,3.79852797253974,2.26483567892904,10,1,35.1959113555974,0.947245448839703,19.1943107988813,-1.08200390440491,0,0.412495626570904,0,57.2106972675336,0,0.933900749441455,2.1152251932321,0.999978793918122,16.8040490851506,-1.22768640753578,6,4,1059,19.0362732857288,15.8281741179629,0,0.576324873861133,-0.559525663401966,2,6,1,1,0,10,42.3776568300327,0,0.964939034529827,0.527982726197923,0,1,-1.32963647041003,14,2.30480359510211,0,-86,0,5.63045990226984,1.75628515146477,-0.491863526749951,34.8895959128389,1.10815646124899,1,0,0.721248331425206,0.0944696470906486,1,48.0620602507585,0,0.315050143555037,3.4343389494433,1,0.412543420438568,1,21.3512780693789,1,-2.19190686640211,0,0,2.70729759962702,0,0.140968365204909,1.44017995196207,1,-38.0381628781053,0,10.6574193892488,0.434799166767323,0,0,1,0.873254269403485,-0.185080705507648,37,8,1,0,11,0.586501440733233,0.136693668673764,0.259941830479313,0.764804595135792,0,0,1.20653138668411,1,1684.8750656368,0,0,2.9385322569938,-1.18317465557764,1,1,0.04264908467411
1.93478803135367,1,7,0,1,1,199.179914659585,27.990049102664,7,0.208937490204143,9.48349516512764,3,1,1,0.204174057434512,0.546015237190769,1.07776578383848,-19.9629028212962,5.15984733531108,1,1.33981828239452,49,1,1.20420170203161,3.02214682463409,0.2931402096202,0.0513498585340776,0.0780959424098539,-44.4122154173799,9,31.3520134504191,33.8104283884611,5.91597261103038,0.00633735569263119,0.686107578607833,1.66474360523016,0,10.7374619325296,0.00109961682210677,1,0.741409008644531,1.25978005573781,13,39.3100303674875,0,32,0,1,18.0332116219498,0,0,1,0.283484560067869,1.85771106938443,1,0,0,2.16720119617848,1,-5.07774137632784,0.645669982235133,1,0.0015355387774234,10.2446699792615,0,0,1,0,4.70157485693331,190.308943691715,1.49451861122939,-14.2249919380532,0.0302006040374993,-6.05114073569635,4.06876528243767,5,19.3360060556136,1.48035858924121,0,6,0,-0.174188272345668,0.0996856048499441,15,0,0.0357355733256417,0.21656240435066,0.518264374771074,0,1,18,1.30605099743583,0,-0.21784014270104,0,0.981248941242559,5,2.3396236156685,1.10221515800689,0,0,3.7766316330017,2.57821238438696,4,5,33.8505868790056,0.951384563399859,-14.0183647600316,-0.972399893727315,0,0.590654104054148,0,48.1113251682143,1,0.685619448166548,0.399537639546575,0.989924590029853,13.5983237251215,-1.19755052330241,4,4,935,28.1635552330837,0.54522700942691,2,0.275089022716995,-0.551437209627684,3,0,0,1,0,16,37.7636879638627,5,0.558303482755422,4.11670530650732,0,0,3.8429372741672,15,2.12205765386572,0,-68,0,5.718655539379,2.32157640745679,0.218955202389607,21.9438349272478,1.09615924666999,0,0,0.781680040409029,0.0931764886278523,1,63.4233281374399,0,0.111548238082559,1.6236056748184,2,76.1064598351546,0,50.8606656236754,0,-1.90254260602786,0,1,2.72945981332389,0,0.0599207517191408,-1.27907658000409,1,-30.9925805107624,1,4.73602081540292,0.621356334478727,7,0,0,0.132870219743844,0.906692361511797,50,4,1,0,8,-0.617008274456629,0.0878832424276225,-1.03627509751252,-0.478817758163624,0,0,1.2104900109748,1,1723.41102848167,0,0,5.29435368024544,1.37284026016768,0,1,0.0796734347063118
4.33743671471971,0,0,0,1,4,207.5442327834,21.7832595843514,8,0.325165964673844,11.3955578503091,10,1,1,0.0848863999257521,-0.0837662073542849,1.25933524413104,-15.5827072335769,3.66078851996049,0,1.33031475421292,15,1,0.318875728715175,-0.70640566358253,0.0736020922249078,0.0793811260470813,0.303956573388094,-29.0689086429052,22,19.5579845327615,35.8370748330902,8.79543177781068,-1.43402419610994,10.0894357840926,1.48057111615703,0,24.3277705294664,0.00120118905286837,1,1.29155502159147,1.13388280199956,14,42.4282937829455,1,26,1,1,17.8268067219502,0,0,0,1.35937875609004,4.85421602267492,1,0,0,2.33791137082266,0,-2.62737428828935,0.583627747527209,1,0.000523519035274107,10.5560339711522,0,3,1,0,3.08243504925151,214.200321197916,-0.112094102077702,-4.22594971238053,-0.408738218003797,-4.11543444287996,26.4566063253071,6,24.5844766742939,2.2205424000893,0,9,0,0.238227955971199,0.071368157966692,18,0,0.0427851745927588,-0.182920190057951,-1.12682036115664,0,1,14,1.45089542893726,0,-0.232234146301136,0,0.968216340916048,1,2.91759762900849,1.19072276472065,1,0,3.89015422779877,1.44958500083162,9,2,40.6787465954139,0.97839241722215,-7.65928094740981,-0.83527343889349,1,0.683917961321204,0,70.9160750281546,1,0.417918637032196,6.1355958372389,0.998303146856174,11.6715769321184,-0.6405071204085,19,2,847,20.2877894373991,2.10797095075022,1,0.549610772892722,-0.551540912645227,2,3,1,1,0,5,19.1508340400659,2,0.674369878259924,9.86405378617245,0,1,0.117458169255657,9,3.80540859977102,0,-90,1,13.5713903759448,1.71772768279114,-1.01300328640505,19.5185249753768,1.10321823881248,0,0,0.824814459105062,0.0657444920677402,1,51.8146387595515,0,0.166864649551131,2.61599577713045,3,6.2472670130563,0,10.3273420174417,0,2.82632009376458,0,1,2.72267866073775,2,0.0608597076480262,0.179028767157822,2,10.8282387322207,1,5.88058244638306,0.327825807572114,3,0,0,0.00992934966184378,2.72442609803846,11,1,1,0,20,-0.0976190325111973,0.028200778609275,-2.16952304907449,0.315797358541008,0,0,1.35971165042891,0,1664.60491731435,1,0,5.11551416619959,-0.282403470887539,0,4,0.0234354948534694
3.34300304014746,1,0,0,1,7,197.455827635214,19.1727949349444,10,0.264255507257754,12.912746161753,3,1,0,0.0818317388098839,0.28282240814214,1.13539688063011,-25.9130696977713,6.38178931297479,1,1.01719444461368,19,0,0.374298276355209,0.888998289379824,0.127648536150441,0.190088570987441,0.429718339652609,-56.7776392857194,18,18.0784192898074,19.6836847826573,5.76012394662234,-0.334898978366598,63.9339496242697,1.46946201151969,0,10.9905055793121,0.0010532595340479,1,0.83072203589651,0.958545812153165,15,80.0573811077277,1,23,0,1,29.365872383054,0,0,1,0.631334999375468,3.95664247900611,1,0,0,2.33390823008441,1,-2.63619088852467,2.04187494706953,1,7.93398367508337e-05,10.6139932239852,1,4,1,0,3.39745970368383,210.312510357786,-0.397668969805112,-14.4143970233446,0.281321539803538,-3.49792040677025,6.75428601951232,5,22.6321893179187,2.12393667385081,0,5,0,0.269787242616601,0.0792168085189713,7,0,0.0374234353225694,-0.420363376916398,-1.04130937259989,1,1,17,1.16628190689971,0,1.45558662710784,0,0.973565754280447,7,3.35592935591192,1.14540794034893,0,0,3.79524064092649,2.01572603646569,5,2,39.3212741178129,0.991295773617257,-9.17614748994024,-1.00788746611146,0,0.525097082531478,0,54.2981990907727,1,0.561402015334031,0.837827344497453,0.992230986249604,9.99421265356054,0.784725575457202,30,3,971,36.6804978820365,1.9904220981105,4,0.175614626451726,0.98356248548761,0,2,0,0,0,14,-22.8154069155464,6,0.527881506017494,2.54233267552781,0,1,4.06114030414399,11,2.21199981093473,0,-93,1,4.61677144167851,4.55631478328847,-1.11398917286826,33.8718688310591,1.0933446370289,1,0,0.762696676177875,0.0129674203584091,1,60.991838393624,0,0.0874610986728101,-1.38238162532741,3,11.6134576863182,1,64.8821741589476,0,-0.460769874484825,0,1,2.71131265297536,0,0.0243761950022607,-1.82776224957749,2,-31.1340854470459,0,4.42920932435545,0.428595549707614,5,0,0,0.447207205143157,-0.117117110728485,30,6,0,0,10,-0.643280735014604,0.0760607141534457,0.439391328249765,-0.0728258255358707,2,0,1.36044846703314,1,1742.79293734073,0,0,7.21399901934085,2.17337210180917,0,1,0.0296043161982132
4.06163962224355,1,17,1,1,6,203.919025844379,30.7826105083199,1,0.230439572871965,51.5120906145054,4,1,0,0.111329331743326,-1.0875623630161,1.11187859764548,-31.1219383132588,13.6847020165922,1,0.59190494540945,16,1,0.385890140521813,-0.684898758162989,0.0243638907959961,0.0874962179791955,0.000744665672868079,-35.4232334752305,19,21.4699307328212,20.702164026237,11.5352320644353,0.727122152604589,467.809383881853,1.24610274297807,0,11.6486161086558,0.00174409587238123,0,0.8826560212331,1.10696257382232,7,26.2792928849454,0,29,0,0,22.2266716868467,0,0,1,2.27239716673468,4.92443489227132,1,0,0,2.27607194539836,1,-3.64633471947353,-0.754910024143071,1,0.00518204331109386,11.4150415350008,1,4,1,1,3.06028055138023,9.98826390672004,-0.116685898762258,-6.94395961878672,0.380625842515623,-2.3236159613535,26.8427363597496,8,27.4615456061463,0.871353049089073,0,9,0,1.78520667690775,0.110822563044654,25,0,0.0433059696715455,-0.35482068456067,-0.979338098362403,0,1,17,0.618079851075896,0,-0.187812738541576,0,0.979391591893897,5,3.59861837266884,1.2077621449718,1,0,3.87657830320208,1.82639765790741,6,2,44.5390099139826,0.995845417655594,11.8279235788568,-0.93021605144333,0,0.875031726149246,0,84.2027399908869,1,0.666369697013729,3.07090720845782,0.963559328644822,11.2405168341319,0.705663459231488,18,5,1073,40.8329271994827,19.9162710316286,3,0.290044124458938,-0.141133396764352,1,0,1,1,0,2,31.4669850018941,1,0.856689168675133,1.40013929234419,0,1,4.82189941063977,12,2.87566753997777,0,-94,1,9.52776804947273,9.01121964230149,-1.84585210744534,22.8791462859089,1.10252953749632,0,0,0.843610517165954,0.0908357195047577,0,57.2305774505544,0,0.274006476976814,4.18452026967893,2,3.64741104669054,0,42.8059390321183,0,1.46382824338122,0,0,2.71295606593618,3,0.0325299158493655,1.76669103423096,0,-98.0181120251472,1,5.84787270388032,0.501939582685034,4,0,0,1.09742929887561,-1.7600421992916,25,7,1,0,11,0.58196795172752,0.0547438284302848,0.196542110635175,0.313408253530588,1,0,1.5589304630556,1,1651.19651002261,0,1,3.12793089063874,0.179686129422954,0,3,0.0361560388088553
3.2617544746608,0,5,1,1,8,193.44982825228,27.1753398009595,8,0.273833431289836,11.6218003862467,6,0,0,0.48044954080745,-0.0761943241438559,1.05495058983821,-25.5873534177176,8.79027147859096,1,1.05056589525409,-10,0,1.04308477665568,1.33406924564875,0.0870463267008498,0.0577652714167538,0.248049200661999,-43.1499908616217,13,19.4957809439285,33.6284802389664,9.10821163947946,0.0723655680310916,3.571240714773,1.69422470925351,1,11.5869764335902,0.00152488175263667,1,2.16890801751488,1.06754679443054,9,13.8930016472519,1,28,0,0,24.0426449853006,0,0,1,0.249389541843378,0.946080320782869,1,0,0,2.45633444414604,0,-4.34582418191231,0.982641093396157,1,0.01111757099391,10.5735962627395,0,1,1,0,5.23288839536293,184.775002538587,2.45776133266626,-8.72708825685571,-0.197070466683352,-3.39080464357048,15.6889754455296,5,19.016913401629,0.208625549653668,0,9,0,3.4877913686662,0.132646139695414,34,0,0.050184915826932,-0.306259351712287,2.11154274243793,0,1,12,0.973289009065171,0,-0.0867634198684765,0,0.976725082996117,5,3.97930610655986,1.14582728246073,0,0,3.93882076908895,2.33074615066141,10,2,48.2556681076569,0.999735063425184,-20.0744536590807,-1.08399344561044,1,0.672730151965433,1,73.2518657792918,1,0.627177837989788,1.30058886658666,0.996277291995045,15.0655826534079,-1.81992952567444,17,8,951,26.0036796076708,-0.160155282823786,0,0.206492873211199,0.319748420591019,2,0,0,1,0,19,-16.9366587227251,2,0.308532944920197,0.695542765724398,1,0,6.64305382875737,17,1.81986943379367,0,-98,1,7.21129163728271,26.4622531418003,0.503658696187068,15.9625261207417,1.10876214815988,1,0,0.777983440236609,0.0813663225251499,0,51.0529692827923,0,0.240886333625711,-0.812675945463281,4,3.79418873816504,1,16.1113434424417,0,-1.26899825747015,0,0,2.72584401866899,0,0.0314206667452978,0.231543222806915,0,31.417370372721,0,4.71199351312119,0.574003932248373,10,0,1,0.560140834465853,-2.69512352664739,31,0,0,0,9,0.179959665111845,0.0488607145256752,-0.354989505843163,-0.61130529389697,2,0,1.52391694030652,1,1687.89557783795,0,1,3.35000798983216,0.243255254599211,0,2,0.081851717810172
4.34416648342382,1,0,0,1,2,202.828575375784,29.2873690182225,3,0.312530375180372,12.4737094860281,7,1,1,0.0967936556145181,-0.96188884153115,1.2429731148474,-37.4243149244566,5.81065790434055,0,1.77339698717893,0,0,0.800570471907669,-0.683630799808506,0.179018242251083,0.0306623030941496,0.863427246319206,-16.1538446562255,10,26.8919989373532,25.0663530441321,14.5169453230653,-0.273804554820144,295.970459628788,1.30085487806346,0,11.9515158575179,0.00308628798900787,1,0.957253401354594,0.951286902576545,14,37.2514109449721,0,27,0,0,21.4411556637489,0,1,1,0.724013147388206,4.42098165302715,0,0,1,2.39231011756521,0,-4.33773668033473,0.854635460898811,1,0.00481663299036774,10.6050765899253,1,1,1,0,5.34457868172179,233.13032572012,-1.49663523189237,-7.11212017957256,-0.0389139116045152,-3.43553713178531,14.2763769991469,12,29.9641345526371,-2.17503986496823,0,9,1,0.248248920868608,0.082410212984497,10,0,0.0464157432195201,-0.0661453408128811,0.572269922705216,0,1,13,2.14247155806315,0,-2.58206298919227,0,0.973849044492193,6,4.0061922046744,1.14712602968122,1,0,3.95099126933943,1.62882983972162,9,2,51.0463156201007,0.984728456113975,10.8111532068867,-0.907014020874848,0,0.230933321240218,1,51.8521423280282,1,0.948342046717679,11.1749742723888,0.998346935696373,11.065901015809,-0.875996102937705,60,4,863,14.9134647301501,2.07526251622914,0,0.466183344002504,-1.13975987254249,5,6,1,0,0,11,-7.97941082533932,0,0.767321247850211,1.78092091530855,1,0,-3.39167236624925,14,2.66449791790095,0,-108,0,7.13749662485417,1.14732050232717,-0.297005414925535,23.8959987645167,1.10765436839835,1,0,0.899799271237664,0.0763864598987331,1,51.0396630519615,0,0.0335163058477354,3.01649801471507,3,11.4626475674776,0,63.8721555423867,0,-1.3026270117671,0,0,2.7091132006789,1,0.132091788269197,0.679432732874224,1,27.2269599902076,0,6.80955691110006,0.686936188352465,0,1,0,0.976689165413709,0.433840063945281,32,1,0,0,0,0.153060514649052,0.595693651940984,1.95058282358041,0.746463706030297,1,0,0.803647825051701,1,1631.53547375145,0,0,9.24815404904976,-0.955994592047465,0,0,0.0861599363540243
